start_lat,start_lon,end_lat,end_lon
10.311608466310599,47.720020141665685,10.311479290564321,47.72043039047608
10.311479290564321,47.72043039047608,10.31137539079227,47.720716179933675
10.31137539079227,47.720716179933675,10.311306137039734,47.720916093785924
10.311306137039734,47.720916093785924,10.31127071235108,47.72101880415443
10.31127071235108,47.72101880415443,10.31124022419094,47.72123852008484
10.31124022419094,47.72123852008484,10.311225206213381,47.72133613838846
10.311225206213381,47.72133613838846,10.311178362781755,47.72161614680638
10.311178362781755,47.72161614680638,10.311159784709536,47.72177382141062
10.311159784709536,47.72177382141062,10.311146410925515,47.721889146662534
10.311146410925515,47.721889146662534,10.311111861893314,47.7221968178789
10.311111861893314,47.7221968178789,10.31111013009006,47.72224470620506
10.312077457060784,47.71667099803705,10.312018606918205,47.71701412930691
10.312018606918205,47.71701412930691,10.311946840498424,47.71729955201917
10.311946840498424,47.71729955201917,10.311821910052226,47.717899787515684
10.31405587123327,47.72148155277102,10.314073865976003,47.72143887684587
10.314073865976003,47.72143887684587,10.314112205292531,47.721097059409665
10.314112205292531,47.721097059409665,10.314125938104029,47.72103868605062
10.314125938104029,47.72103868605062,10.314206872020092,47.72073633115987
10.314206872020092,47.72073633115987,10.314259061027748,47.720605894429475
10.314259061027748,47.720605894429475,10.314399218277504,47.72042100276493
10.314399218277504,47.72042100276493,10.314456972983571,47.72033162234975
10.314456972983571,47.72033162234975,10.314519042721741,47.72023886326432
10.314519042721741,47.72023886326432,10.314583777815992,47.72013545614369
10.306353373861938,47.72203973380261,10.306280736481796,47.72200915829914
10.306280736481796,47.72200915829914,10.306095975837799,47.72193136072568
10.306095975837799,47.72193136072568,10.305611597896306,47.72172578396249
10.305611597896306,47.72172578396249,10.305413927084363,47.72162752712874
10.305413927084363,47.72162752712874,10.305280295546016,47.72154662713365
10.305280295546016,47.72154662713365,10.304969090101832,47.72135518367063
10.304969090101832,47.72135518367063,10.304653665584604,47.72112284714074
10.304653665584604,47.72112284714074,10.30411615972782,47.72071676630028
10.30411615972782,47.72071676630028,10.303904225211479,47.72054893567723
10.303904225211479,47.72054893567723,10.30384709523655,47.72050378585253
10.30384709523655,47.72050378585253,10.303697600852837,47.720385453270154
10.303697600852837,47.720385453270154,10.303587205250384,47.72029501950323
10.303587205250384,47.72029501950323,10.303388283006399,47.720130189331876
10.303388283006399,47.720130189331876,10.30331231845283,47.72006761741092
10.30331231845283,47.72006761741092,10.302708011212676,47.71959120572199
10.302708011212676,47.71959120572199,10.302627956305914,47.71953029939772
10.302627956305914,47.71953029939772,10.30252575201214,47.71945272850739
10.30252575201214,47.71945272850739,10.302493405342746,47.71942817166666
10.302493405342746,47.71942817166666,10.302260044447065,47.71925086353966
10.302260044447065,47.71925086353966,10.302130168347043,47.719154350965844
10.302130168347043,47.719154350965844,10.301885143501485,47.71898509254669
10.301885143501485,47.71898509254669,10.301565303325878,47.718740290581316
10.301565303325878,47.718740290581316,10.300932374997794,47.71828587897103
10.300932374997794,47.71828587897103,10.300657711335706,47.71810939577407
10.307941970311097,47.72274515286362,10.307632838812136,47.722621266797326
10.307632838812136,47.722621266797326,10.307498454042964,47.72255846363791
10.307498454042964,47.72255846363791,10.307343468625087,47.72248770700623
10.307343468625087,47.72248770700623,10.30635553151456,47.72204069900001
10.294795310090022,47.71672371810738,10.293610654043084,47.716308692928266
10.309525577054206,47.73820196752977,10.309393236082308,47.73824630739242
10.309393236082308,47.73824630739242,10.30934879201162,47.73826121105374
10.30934879201162,47.73826121105374,10.309177624249989,47.73831841069458
10.309177624249989,47.73831841069458,10.308422401764416,47.738537123823534
10.308422401764416,47.738537123823534,10.308371065479415,47.7385591239932
10.308371065479415,47.7385591239932,10.308361694622098,47.73856309990377
10.309984041582567,47.73803247926327,10.30973867415872,47.73811473094514
10.30973867415872,47.73811473094514,10.309611686804505,47.738157120411785
10.31031512945294,47.73793777600717,10.310089138178967,47.73801341872755
10.310481794074473,47.737866004628856,10.31040123808175,47.73789292830516
10.310920413906125,47.737719188802224,10.310577429627537,47.7378340498423
10.311559873910404,47.73750196233825,10.311407689235477,47.73755800357326
10.311407689235477,47.73755800357326,10.311295016766968,47.73759933152883
10.311295016766968,47.73759933152883,10.311025798840353,47.73769836953603
10.31224481668718,47.7371415966584,10.311714890244533,47.73742856772145
10.311714890244533,47.73742856772145,10.311643389546875,47.73745484889023
10.315345876879913,47.7308941696158,10.315301585504637,47.73109487913209
10.315285906671567,47.73116605176214,10.315260282732027,47.73128187766047
10.315260282732027,47.73128187766047,10.315165650481198,47.731750309785994
10.315165650481198,47.731750309785994,10.31515278225772,47.73181659134549
10.31515278225772,47.73181659134549,10.315145019193704,47.731847272952315
10.315145019193704,47.731847272952315,10.315092301977097,47.73209477767355
10.315092301977097,47.73209477767355,10.315089099315573,47.732126486747774
10.315089099315573,47.732126486747774,10.315045901652965,47.73228066479571
10.315045901652965,47.73228066479571,10.315012358248474,47.73239982059624
10.315012358248474,47.73239982059624,10.314945160018596,47.732633724499514
10.314945160018596,47.732633724499514,10.314917660039377,47.732728066973145
10.314917660039377,47.732728066973145,10.314841613651083,47.73300787115389
10.314841613651083,47.73300787115389,10.314813738489304,47.733108516376404
10.314813738489304,47.733108516376404,10.31477698408373,47.73325380259052
10.31477698408373,47.73325380259052,10.314766963515345,47.733295487383295
10.314766963515345,47.733295487383295,10.314728316349807,47.733466259122665
10.314728316349807,47.733466259122665,10.314656465983958,47.733727389558204
10.314656465983958,47.733727389558204,10.314619749660752,47.73383713384372
10.314619749660752,47.73383713384372,10.314595938131495,47.73391379821595
10.314595938131495,47.73391379821595,10.314565761610476,47.73401842877175
10.314565761610476,47.73401842877175,10.314477763520856,47.734305747785776
10.314477763520856,47.734305747785776,10.314400039651645,47.73457207406586
10.314400039651645,47.73457207406586,10.314324492549568,47.734813631320776
10.314324492549568,47.734813631320776,10.314251293032207,47.735005403641686
10.314251293032207,47.735005403641686,10.314222660995682,47.73505485971498
10.314222660995682,47.73505485971498,10.314188528457896,47.735113646540235
10.314188528457896,47.735113646540235,10.31416142620961,47.735160295749985
10.31416142620961,47.735160295749985,10.31400784455144,47.73536981441103
10.31400784455144,47.73536981441103,10.313887787407422,47.73553350996899
10.313887787407422,47.73553350996899,10.313586173310746,47.735865833720325
10.310465144216893,47.723770640589166,10.310349515167196,47.72373282051816
10.310349515167196,47.72373282051816,10.310291243239881,47.72371162121237
10.310291243239881,47.72371162121237,10.30999391556281,47.72358562718681
10.30999391556281,47.72358562718681,10.309282406409212,47.723283952501674
10.309282406409212,47.723283952501674,10.308795533422343,47.72308624577468
10.308795533422343,47.72308624577468,10.308758623537187,47.723071370448004
10.308758623537187,47.723071370448004,10.30836633534956,47.722912443454966
10.30836633534956,47.722912443454966,10.308195384440523,47.72284321970048
10.308195384440523,47.72284321970048,10.308002174109218,47.7227690306928
10.308002174109218,47.7227690306928,10.307945472368573,47.72274655259831
10.310802581995219,47.72533034116966,10.310905806976521,47.724852456273304
10.310905806976521,47.724852456273304,10.310974694825124,47.72435075936964
10.310974694825124,47.72435075936964,10.311013615784896,47.724137515702836
10.311013615784896,47.724137515702836,10.311027220099504,47.72405260058516
10.31949061859657,47.71704370714972,10.31938465753534,47.71716666664068
10.31938465753534,47.71716666664068,10.319341302525597,47.71721332417384
10.319341302525597,47.71721332417384,10.319273531574497,47.71729103509516
10.319273531574497,47.71729103509516,10.319222579286123,47.71734308867068
10.319222579286123,47.71734308867068,10.319136407228882,47.717426049875314
10.319136407228882,47.717426049875314,10.31904374206087,47.71751061529439
10.31904374206087,47.71751061529439,10.319006464454885,47.71754451585519
10.319006464454885,47.71754451585519,10.318933372406217,47.71760690140745
10.318933372406217,47.71760690140745,10.31877021940084,47.71775670148454
10.31877021940084,47.71775670148454,10.318265781996228,47.71822039901206
10.318265781996228,47.71822039901206,10.317744006342009,47.718700129614845
