edge_id,start_lat,start_lon,end_lat,end_lon
51832703,10.318198990279656,47.72308297472248,10.321186917545045,47.71964526222114
52111139,10.304749424461356,47.730184020889595,10.305270314985597,47.73132460026639
52335734#1,10.30251761546149,47.72361648297339,10.30272849068384,47.72386449887089
52335738,10.301041147375354,47.72058728444892,10.30251761546149,47.72361648297339
52415509,10.309417525339565,47.73530270733506,10.309415554552263,47.73530389954186
52456595,10.314795942621842,47.72848653306868,10.314184760235232,47.72784038171351
52460250,10.324198765258984,47.73452158696552,10.324461756113095,47.73455202359281
52597215,10.323951923979022,47.73527017554914,10.324035907696219,47.734915951674054
52597599,10.321532678486877,47.73527723370267,10.314094317643097,47.73725841244209
55580802,10.327547330530809,47.716276652451405,10.327437721665003,47.71607150969603
55580804,10.320243369512427,47.715859927919574,10.320137430142047,47.71571970054461
55580807,10.320765555235955,47.71559361010792,10.32058978148025,47.715692000396686
55580808,10.320587834414612,47.715694092314074,10.320473762108966,47.71586519476801
55580809,10.323511850586582,47.71527754183105,10.32294180404487,47.715195756985885
55584754,10.31498929453261,47.71306875286397,10.31485253193667,47.712423284037214
55584759,10.313005140551331,47.71000192502863,10.312455424648766,47.70943140640461
55824108,10.313864880107847,47.70953242725786,10.313834021936138,47.70964660361193
56142550,10.308173965425357,47.73848376499973,10.307967161343393,47.7379278077223
56142563,10.312873424473738,47.73671605233579,10.312897060388996,47.736722440292525
58082435,10.320058158108624,47.71631843025749,10.320162754133628,47.716183788611865
58082436,10.320264827359708,47.71629760674114,10.32035392838917,47.71639402823564
58093474,10.321187260580835,47.71964300880805,10.320673323083806,47.71650750444395
60573870#1,10.310794288604956,47.72885803828995,10.311094065396192,47.7290325005407
60573870#2,10.31101098389002,47.729032640020634,10.310693058315037,47.7289002247991
61886072,10.292736604087706,47.715874680112314,10.293576066979687,47.71619876924933
647125938,10.297583786958837,47.717439983298696,10.297770456040446,47.717483041307
647125939#0,10.299290758589123,47.71779286248426,10.299138043757873,47.71778559385411
647125940#0,10.298943851446765,47.71704843922756,10.29895468716272,47.71754333320069
647125941#0,10.298981933138872,47.71834567775035,10.2988068111335,47.71794124992716
647125942#0,10.297537509936777,47.712781374170824,10.297533194728198,47.712688115214135
647125942#1,10.297533328770792,47.71268545933104,10.298746420785474,47.71130684953906
647125943,10.297694385555177,47.713176945257985,10.297531767130964,47.712861520022926
647131207#0,10.29999099582894,47.71059357640718,10.29985362783367,47.710693299376715
647131207#1,10.29985362783367,47.710693299376715,10.299679587755616,47.71081944139965
647131208,10.300437226387348,47.7102623022502,10.300063104339085,47.71054070676357
647131209#0,10.29921817802709,47.7109534264467,10.299363431499188,47.710854424752604
647131209#1,10.299366183390879,47.710852504037824,10.299455721065431,47.71079147429271
647131210,10.298815008354962,47.71125303078109,10.299146002349236,47.71100499162385
647131211#0,10.297936868549593,47.71219334629708,10.297742251389781,47.71248446883708
647131211#1,10.297742251389781,47.71248446883708,10.297691151567468,47.71260642786131
647131212,10.299606634297449,47.710871870475906,10.297992907246144,47.71213877021231
647878123,10.310844228083003,47.725337243629994,10.310500333933783,47.72665647603686
70055218,10.333311022771639,47.723987252051224,10.333577469242186,47.72364691613757
70055233,10.328068937437028,47.73047169689101,10.328579701247499,47.7299803056262
70265923,10.307966449541205,47.73792601627174,10.30784273955883,47.73629396172858
70542978#1,10.312805741174918,47.7365810945348,10.3128341045046,47.73655269681576
70542979,10.313077901953259,47.736769184207304,10.317961802869963,47.73863323807481
70542981#1,10.312467650959237,47.7368822502147,10.312534097720222,47.73682475889872
70542982,10.312864863374674,47.73651878300807,10.313494010426313,47.73590836871934
70542984,10.315630454273364,47.729230536539184,10.315749659681666,47.72856791864769
70542986,10.31564300737547,47.72862762751427,10.315642431033362,47.72862592453351
70542988,10.312333094123591,47.73691249225178,10.312382400900765,47.7367408796955
70542990,10.315803855956569,47.72868642853754,10.31569738385481,47.728673882753796
